"Displacements:0","Displacements:1","Displacements:2","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Stress/Strain:13","Stress/Strain:14","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.0023868,-0.0005401,-0.0019502,0.028286,0.0086022,0.0054986,-0.0019918,2.5104e-05,-0.004925,0.048111,-0.0030663,-0.011136,-0.010357,0.00013054,-0.02561,0,0,0,0.029741,0.0084807,0.0041643,0.012789,0.014129,0.023734,6.3838e-07,0.05,0.7,0.95
0.0048111,-0.0010608,-0.0035272,0.026503,0.0055391,0.0019227,-0.0018001,5.7748e-05,-0.0026799,0.048529,-0.0059773,-0.01538,-0.0093606,0.00030029,-0.013936,0,0,0,0.027034,0.0053933,0.0015375,0.012748,0.011322,0.023821,6.3466e-07,0.1,0.7,0.95
0.0072397,-0.0015393,-0.0046581,0.025637,0.0037104,0.00096536,-0.0015077,8.9685e-05,-0.0013585,0.048469,-0.0085408,-0.015678,-0.0078402,0.00046636,-0.0070644,0,0,0,0.025854,0.0036043,0.00085513,0.012499,0.010104,0.023753,6.5698e-07,0.15,0.7,0.95
0.009658,-0.0019566,-0.0054421,0.025062,0.0023527,0.00048,-0.0011607,0.00011154,-0.00063079,0.048425,-0.01062,-0.015489,-0.0060358,0.00058002,-0.0032801,0,0,0,0.025154,0.0022955,0.00044583,0.012354,0.0092984,0.023843,6.8263e-07,0.2,0.7,0.95
0.012082,-0.002303,-0.0059739,0.024824,0.0014308,0.00026577,-0.00081297,0.00012068,-0.00021953,0.04863,-0.012192,-0.015221,-0.0042274,0.00062755,-0.0011415,0,0,0,0.024861,0.0014157,0.00024391,0.012308,0.0088401,0.024056,7.1019e-07,0.25,0.7,0.95
0.014521,-0.0025779,-0.0063206,0.024776,0.00082324,0.00015788,-0.00050392,0.00011717,2.4053e-05,0.048964,-0.013314,-0.015044,-0.0026204,0.0006093,0.00012507,0,0,0,0.02479,0.00083825,0.00012928,0.01233,0.0085857,0.024315,7.3712e-07,0.3,0.7,0.95
0.016979,-0.0027877,-0.0065303,0.024841,0.00044377,9.4241e-05,-0.00025373,0.00010243,0.00017341,0.049359,-0.014074,-0.014982,-0.0013194,0.00053266,0.00090171,0,0,0,0.024846,0.00047599,5.6757e-05,0.012395,0.0084597,0.024583,7.6298e-07,0.35,0.7,0.95
0.019457,-0.0029422,-0.0066406,0.024973,0.00022409,4.2814e-05,-6.7474e-05,7.8794e-05,0.00026095,0.049786,-0.014561,-0.015033,-0.00035087,0.00040973,0.0013569,0,0,0,0.024977,0.00025824,4.9162e-06,0.012486,0.0084134,0.024847,7.8801e-07,0.4,0.7,0.95
0.021957,-0.0030526,-0.0066831,0.025141,0.00011097,-1.0019e-05,5.8515e-05,4.9569e-05,0.00029846,0.050221,-0.014857,-0.015171,0.00030428,0.00025776,0.001552,0,0,0,0.025145,0.00013272,-3.6086e-05,0.012591,0.0084139,0.025097,8.1208e-07,0.45,0.7,0.95
0.024479,-0.0031301,-0.0066868,0.025316,6.1868e-05,-6.5202e-05,0.0001321,1.9166e-05,0.00028941,0.050633,-0.015026,-0.015357,0.00068692,9.9661e-05,0.0015049,0,0,0,0.02532,6.9162e-05,-7.7045e-05,0.012699,0.0084374,0.025324,8.3423e-07,0.5,0.7,0.95
0.027021,-0.0031847,-0.006677,0.02547,4.3261e-05,-0.00011394,0.00016318,-7.3043e-06,0.00023807,0.050983,-0.015127,-0.015536,0.00084851,-3.7982e-05,0.0012379,0,0,0,0.025474,4.5997e-05,-0.00012041,0.012797,0.0084665,0.025512,8.5275e-07,0.55,0.7,0.95
0.029577,-0.0032245,-0.0066744,0.025581,3.0349e-05,-0.00014316,0.00016273,-2.508e-05,0.00015533,0.05123,-0.015202,-0.015653,0.00084618,-0.00013042,0.00080773,0,0,0,0.025584,3.5786e-05,-0.00015095,0.012867,0.0084895,0.025642,8.6578e-07,0.6,0.7,0.95
0.032144,-0.003256,-0.0066923,0.025635,7.0367e-06,-0.00014338,0.00014205,-3.1172e-05,5.9453e-05,0.051351,-0.015281,-0.015672,0.00073868,-0.00016209,0.00030915,0,0,0,0.025636,1.5288e-05,-0.00015282,0.012894,0.0084994,0.025705,8.7221e-07,0.65,0.7,0.95
0.034712,-0.0032829,-0.0067355,0.025629,-3.4419e-05,-0.00011479,0.00011165,-2.5405e-05,-2.8436e-05,0.051347,-0.015377,-0.015586,0.0005806,-0.00013211,-0.00014787,0,0,0,0.025629,-1.7842e-05,-0.00013207,0.012881,0.0084931,0.025704,8.7222e-07,0.7,0.7,0.95
0.037278,-0.0033073,-0.0068006,0.025574,-9.4143e-05,-6.761e-05,7.994e-05,-1.041e-05,-9.118e-05,0.051245,-0.015492,-0.015423,0.00041569,-5.413e-05,-0.00047413,0,0,0,0.025575,-3.4673e-05,-0.00012779,0.012851,0.0084708,0.025656,8.6734e-07,0.75,0.7,0.95
0.039837,-0.0033292,-0.0068777,0.02549,-0.00016593,-1.6384e-05,5.2365e-05,9.461e-06,-0.00012061,0.05109,-0.015616,-0.015227,0.0002723,4.9197e-05,-0.00062719,0,0,0,0.025491,-1.1466e-05,-0.00017164,0.012831,0.008436,0.025583,8.5988e-07,0.8,0.7,0.95
0.042387,-0.0033481,-0.0069546,0.0254,-0.00023937,2.6905e-05,3.1323e-05,2.9602e-05,-0.00011807,0.050927,-0.015735,-0.015043,0.00016288,0.00015393,-0.00061397,0,0,0,0.025401,3.0666e-05,-0.00024382,0.012822,0.0083958,0.025508,8.5213e-07,0.85,0.7,0.95
0.04493,-0.0033628,-0.0070191,0.025322,-0.00030267,5.6611e-05,1.6761e-05,4.6289e-05,-9.1079e-05,0.050791,-0.015832,-0.014898,8.7157e-05,0.0002407,-0.00047361,0,0,0,0.025322,6.3926e-05,-0.00031041,0.012816,0.0083586,0.025448,8.4578e-07,0.9,0.7,0.95
0.047466,-0.0033721,-0.0070618,0.02527,-0.00034537,7.2779e-05,3.9602e-06,5.7109e-05,-6.3759e-05,0.050703,-0.015896,-0.014809,2.0593e-05,0.00029697,-0.00033155,0,0,0,0.02527,8.2628e-05,-0.00035542,0.012813,0.0083324,0.025409,8.4175e-07,0.95,0.7,0.95
0.048734,-0.0033753,-0.0070767,0.025252,-0.00036042,7.7756e-05,-3.0478e-06,6.0836e-05,-5.4865e-05,0.050673,-0.015919,-0.014779,-1.5849e-05,0.00031635,-0.0002853,0,0,0,0.025252,8.8489e-05,-0.00037129,0.012812,0.008323,0.025396,8.4039e-07,1,0.7,0.95
0.0011883,-0.00035309,-0.0010333,0.029755,0.010607,0.0084912,-0.0026587,1.4852e-05,-0.0062733,0.04805,-0.0017334,-0.0072347,-0.013825,7.7233e-05,-0.032621,0,0,0,0.032001,0.010476,0.0063769,0.012812,0.016284,0.023857,6.7924e-07,0,0.75,0.95
0.0024025,-0.00070028,-0.0019371,0.028445,0.0084724,0.0055071,-0.0025551,3.5772e-05,-0.0048837,0.048502,-0.0034263,-0.011136,-0.013287,0.00018602,-0.025395,0,0,0,0.02999,0.0082816,0.0041526,0.012919,0.014141,0.024058,6.7279e-07,0.05,0.75,0.95
0.0048502,-0.0013724,-0.0034992,0.026676,0.0052599,0.0019039,-0.0022629,8.173e-05,-0.0026424,0.049054,-0.0066282,-0.015354,-0.011767,0.000425,-0.01374,0,0,0,0.027279,0.0050378,0.0015231,0.012878,0.01128,0.024211,6.7831e-07,0.1,0.75,0.95
0.0073079,-0.0019823,-0.004616,0.025813,0.003366,0.00094534,-0.0018343,0.00012536,-0.0013279,0.049039,-0.0093228,-0.015617,-0.0095386,0.00065186,-0.0069052,0,0,0,0.026072,0.0032152,0.00083671,0.012618,0.010041,0.024144,6.9892e-07,0.15,0.75,0.95
0.0097541,-0.0025035,-0.0053896,0.025204,0.002023,0.00046553,-0.0013521,0.00015317,-0.00061083,0.048914,-0.011356,-0.015405,-0.007031,0.0007965,-0.0031763,0,0,0,0.025315,0.0019546,0.00042291,0.012446,0.0092307,0.024168,7.159e-07,0.2,0.75,0.95
0.012199,-0.0029259,-0.0059162,0.024907,0.0011626,0.00025679,-0.00089801,0.00016237,-0.00021081,0.048962,-0.012773,-0.015128,-0.0046696,0.00084432,-0.0010962,0,0,0,0.02495,0.0011618,0.00021413,0.012368,0.0087753,0.024278,7.3227e-07,0.25,0.75,0.95
0.01465,-0.0032533,-0.0062626,0.024794,0.00062761,0.00015169,-0.00051827,0.00015419,2.2561e-05,0.049121,-0.013712,-0.01495,-0.002695,0.00080177,0.00011732,0,0,0,0.024809,0.00067312,9.155e-05,0.012359,0.0085245,0.024433,7.4858e-07,0.3,0.75,0.95
0.017111,-0.0034976,-0.0064762,0.024803,0.00031152,8.9592e-05,-0.00022678,0.00013128,0.00016335,0.049365,-0.014312,-0.014889,-0.0011793,0.00068267,0.00084942,0,0,0,0.024808,0.00038008,1.6179e-05,0.012396,0.0084013,0.024612,7.6581e-07,0.35,0.75,0.95
0.019587,-0.0036737,-0.0065934,0.024893,0.00013952,4.0758e-05,-1.9657e-05,9.7073e-05,0.00024443,0.049677,-0.014681,-0.014938,-0.00010222,0.00050478,0.0012711,0,0,0,0.024896,0.00020421,-2.726e-05,0.012462,0.0083577,0.024809,7.8444e-07,0.4,0.75,0.95
0.022079,-0.0037969,-0.0066449,0.025033,5.8788e-05,-7.2194e-06,0.00011374,5.6039e-05,0.0002783,0.050035,-0.014898,-0.015069,0.00059144,0.0002914,0.0014472,0,0,0,0.025037,9.6894e-05,-4.9556e-05,0.012543,0.0083614,0.025014,8.0403e-07,0.45,0.75,0.95
0.02459,-0.0038816,-0.006658,0.025192,3.0203e-05,-5.5663e-05,0.00018577,1.4076e-05,0.00026918,0.050399,-0.015021,-0.015244,0.00096599,7.3195e-05,0.0013998,0,0,0,0.025196,4.2566e-05,-7.2763e-05,0.012635,0.0083887,0.025212,8.232e-07,0.5,0.75,0.95
0.027119,-0.0039404,-0.0066568,0.02534,2.4562e-05,-9.7643e-05,0.00020929,-2.1918e-05,0.00022168,0.050723,-0.015096,-0.015414,0.0010883,-0.00011397,0.0011527,0,0,0,0.025344,3.1785e-05,-0.00010894,0.012726,0.0084222,0.025383,8.3993e-07,0.55,0.75,0.95
0.029662,-0.0039835,-0.0066606,0.025451,2.103e-05,-0.00012269,0.00019767,-4.5487e-05,0.00014597,0.050963,-0.015155,-0.015529,0.0010279,-0.00023653,0.00075906,0,0,0,0.025454,3.5473e-05,-0.00013982,0.012797,0.0084499,0.025507,8.522e-07,0.6,0.75,0.95
0.032215,-0.0040185,-0.0066821,0.02551,6.4704e-06,-0.00012322,0.00016453,-5.2607e-05,5.8502e-05,0.051091,-0.015219,-0.015557,0.00085555,-0.00027356,0.00030421,0,0,0,0.025512,2.6297e-05,-0.00014448,0.012828,0.0084645,0.025571,8.5868e-07,0.65,0.75,0.95
0.034772,-0.0040498,-0.006726,0.025514,-2.5154e-05,-9.9581e-05,0.00012251,-4.3149e-05,-2.1867e-05,0.051102,-0.015299,-0.015492,0.00063707,-0.00022437,-0.00011371,0,0,0,0.025514,-6.8366e-07,-0.00012483,0.01282,0.008463,0.025577,8.5935e-07,0.7,0.75,0.95
0.037326,-0.0040794,-0.0067892,0.02547,-7.3521e-05,-6.0273e-05,8.1709e-05,-2.0876e-05,-7.9765e-05,0.05102,-0.015393,-0.015358,0.00042488,-0.00010856,-0.00041478,0,0,0,0.025471,-2.1835e-05,-0.0001126,0.012792,0.0084454,0.025538,8.5542e-07,0.75,0.75,0.95
0.039874,-0.0041072,-0.006863,0.025397,-0.00013305,-1.7393e-05,4.8431e-05,8.0465e-06,-0.00010767,0.050884,-0.015494,-0.015193,0.00025184,4.1842e-05,-0.00055991,0,0,0,0.025398,-9.3111e-06,-0.00014178,0.01277,0.0084155,0.025474,8.4892e-07,0.8,0.75,0.95
0.042414,-0.0041315,-0.0069361,0.025316,-0.00019466,1.9009e-05,2.5094e-05,3.7119e-05,-0.00010647,0.050736,-0.01559,-0.015035,0.00013049,0.00019302,-0.00055365,0,0,0,0.025316,2.6571e-05,-0.00020279,0.012759,0.00838,0.025405,8.4193e-07,0.85,0.75,0.95
0.044947,-0.0041507,-0.0069974,0.025244,-0.00024812,4.4102e-05,1.1039e-05,6.1097e-05,-8.2664e-05,0.05061,-0.015669,-0.014909,5.7402e-05,0.0003177,-0.00042985,0,0,0,0.025244,5.8616e-05,-0.00026298,0.012754,0.0083467,0.025348,8.3606e-07,0.9,0.75,0.95
0.047475,-0.004163,-0.0070379,0.025196,-0.00028431,5.7813e-05,-3.8497e-07,7.6602e-05,-5.8651e-05,0.050528,-0.015721,-0.014831,-2.0019e-06,0.00039833,-0.00030498,0,0,0,0.025196,7.7242e-05,-0.0003039,0.01275,0.0083231,0.025312,8.3228e-07,0.95,0.75,0.95
0.048738,-0.0041672,-0.007052,0.025179,-0.00029709,6.2043e-05,-6.8645e-06,8.1935e-05,-5.115e-05,0.050499,-0.015739,-0.014805,-3.5695e-05,0.00042606,-0.00026598,0,0,0,0.025179,8.3192e-05,-0.00031835,0.012749,0.0083147,0.025299,8.3098e-07,1,0.75,0.95
0.0012,-0.00044552,-0.0010263,0.030034,0.010547,0.008551,-0.0033269,1.8384e-05,-0.0062219,0.04861,-0.0020576,-0.0072467,-0.0173,9.5596e-05,-0.032354,0,0,0,0.032407,0.010357,0.0063686,0.013019,0.016377,0.024304,7.2304e-07,0,0.8,0.95
0.0024305,-0.00088274,-0.0019216,0.028715,0.0082531,0.0055227,-0.0031576,4.5678e-05,-0.004833,0.049165,-0.0040365,-0.011135,-0.016419,0.00023752,-0.025132,0,0,0,0.030374,0.0079826,0.0041341,0.01312,0.014164,0.024562,7.2723e-07,0.05,0.8,0.95
0.0049165,-0.0017236,-0.0034654,0.026938,0.0048122,0.0018715,-0.0027001,0.00010558,-0.0025949,0.049865,-0.0076612,-0.015307,-0.01404,0.00054902,-0.013494,0,0,0,0.027617,0.0045111,0.0014935,0.013062,0.011207,0.024776,7.4278e-07,0.1,0.8,0.95
0.007417,-0.0024716,-0.004565,0.026046,0.0028683,0.0009168,-0.0020759,0.00016046,-0.0012904,0.049821,-0.010441,-0.015515,-0.010794,0.00083442,-0.0067101,0,0,0,0.026339,0.0026861,0.00080608,0.012766,0.0099436,0.024656,7.5467e-07,0.15,0.8,0.95
0.0098985,-0.0030922,-0.0053271,0.025357,0.0016032,0.00045059,-0.0014344,0.00019176,-0.00058852,0.049481,-0.012278,-0.015275,-0.0074588,0.00099714,-0.0030603,0,0,0,0.025476,0.0015468,0.00038761,0.012544,0.0091368,0.024533,7.5374e-07,0.2,0.8,0.95
0.012365,-0.0035802,-0.0058488,0.024956,0.00085941,0.00024893,-0.00088601,0.00019807,-0.00020307,0.049247,-0.013404,-0.014991,-0.0046073,0.00103,-0.001056,0,0,0,0.024999,0.00089777,0.00016776,0.012416,0.0086881,0.024476,7.5203e-07,0.25,0.8,0.95
0.014823,-0.0039491,-0.0061964,0.024751,0.00042739,0.00014445,-0.00046443,0.00018344,1.8343e-05,0.049159,-0.014083,-0.014818,-0.0024151,0.00095387,9.5386e-05,0,0,0,0.024764,0.0005227,3.6423e-05,0.012364,0.008441,0.024488,7.5421e-07,0.3,0.8,0.95
0.017281,-0.0042189,-0.0064157,0.024695,0.00018757,8.2231e-05,-0.00016182,0.00015267,0.00014987,0.049228,-0.014491,-0.014765,-0.00084144,0.00079386,0.00077935,0,0,0,0.024699,0.00030266,-3.6566e-05,0.012368,0.0083216,0.024568,7.6178e-07,0.35,0.8,0.95
0.019746,-0.0044103,-0.006542,0.024747,6.5977e-05,3.5841e-05,4.1752e-05,0.00011031,0.00022431,0.049433,-0.014738,-0.014816,0.00021711,0.0005736,0.0011664,0,0,0,0.02475,0.00016441,-6.5561e-05,0.012408,0.0082829,0.024701,7.7432e-07,0.4,0.8,0.95
0.022224,-0.0045424,-0.0066044,0.024868,1.5264e-05,-6.1881e-06,0.00016572,6.1477e-05,0.00025463,0.049731,-0.014887,-0.014942,0.00086174,0.00031968,0.0013241,0,0,0,0.024872,7.0951e-05,-6.6113e-05,0.012469,0.0082924,0.02487,7.9033e-07,0.45,0.8,0.95
0.024719,-0.0046322,-0.0066287,0.025022,2.9553e-06,-4.613e-05,0.00022661,1.2632e-05,0.00024591,0.05007,-0.01498,-0.015107,0.0011784,6.5686e-05,0.0012787,0,0,0,0.025027,2.177e-05,-6.9809e-05,0.012548,0.0083262,0.025051,8.0761e-07,0.5,0.8,0.95
0.027231,-0.0046943,-0.0066374,0.025173,6.0979e-06,-7.9577e-05,0.00023903,-2.8696e-05,0.00020314,0.05039,-0.015044,-0.015267,0.001243,-0.00014922,0.0010563,0,0,0,0.025177,1.8919e-05,-9.6636e-05,0.012637,0.0083666,0.025217,8.2361e-07,0.55,0.8,0.95
0.029758,-0.0047401,-0.0066486,0.025294,8.9196e-06,-9.9228e-05,0.00021719,-5.5474e-05,0.00013573,0.050641,-0.015099,-0.01538,0.0011294,-0.00028847,0.00070582,0,0,0,0.025296,3.2713e-05,-0.00012589,0.012711,0.0084011,0.025344,8.3599e-07,0.6,0.8,0.95
0.032295,-0.0047779,-0.006674,0.025365,1.7649e-06,-9.9808e-05,0.00017521,-6.3369e-05,5.8066e-05,0.050789,-0.015156,-0.01542,0.00091109,-0.00032952,0.00030194,0,0,0,0.025367,3.252e-05,-0.00013212,0.012749,0.0084224,0.025417,8.4325e-07,0.65,0.8,0.95
0.034837,-0.0048128,-0.0067182,0.025383,-1.9618e-05,-8.183e-05,0.00012622,-5.2365e-05,-1.363e-05,0.050826,-0.01522,-0.015382,0.00065632,-0.0002723,-7.0875e-05,0,0,0,0.025384,1.218e-05,-0.00011442,0.012749,0.0084271,0.025435,8.4507e-07,0.7,0.8,0.95
0.037378,-0.0048465,-0.0067789,0.025354,-5.4723e-05,-5.1798e-05,8.0586e-05,-2.6775e-05,-6.6042e-05,0.050771,-0.01529,-0.015283,0.00041905,-0.00013923,-0.00034342,0,0,0,0.025354,-1.0736e-05,-9.6327e-05,0.012725,0.0084157,0.025408,8.4241e-07,0.75,0.8,0.95
0.039914,-0.0048786,-0.0068485,0.025294,-9.9107e-05,-1.8916e-05,4.4669e-05,6.3968e-06,-9.237e-05,0.050658,-0.015363,-0.015154,0.00023228,3.3263e-05,-0.00048032,0,0,0,0.025294,-7.9773e-06,-0.00011055,0.012702,0.0083918,0.025354,8.3701e-07,0.8,0.8,0.95
0.042444,-0.0049071,-0.006917,0.025222,-0.00014567,9.1106e-06,2.0615e-05,3.9745e-05,-9.2906e-05,0.050526,-0.01543,-0.015028,0.0001072,0.00020667,-0.00048311,0,0,0,0.025223,2.0664e-05,-0.00015766,0.01269,0.0083619,0.025292,8.3079e-07,0.85,0.8,0.95
0.044967,-0.0049297,-0.0069743,0.025158,-0.00018639,2.851e-05,7.2944e-06,6.7262e-05,-7.2917e-05,0.05041,-0.015484,-0.014926,3.7931e-05,0.00034976,-0.00037917,0,0,0,0.025158,5.0506e-05,-0.00020865,0.012683,0.0083332,0.025238,8.2536e-07,0.9,0.8,0.95
0.047485,-0.0049442,-0.0070121,0.025113,-0.00021408,3.9154e-05,-3.2362e-06,8.5065e-05,-5.2731e-05,0.050332,-0.01552,-0.014861,-1.6828e-05,0.00044234,-0.0002742,0,0,0,0.025113,6.8465e-05,-0.00024353,0.012678,0.0083128,0.025203,8.2177e-07,0.95,0.8,0.95
0.048743,-0.0049492,-0.0070253,0.025098,-0.00022388,4.2447e-05,-9.4864e-06,9.119e-05,-4.68e-05,0.050304,-0.015532,-0.014839,-4.9329e-05,0.00047419,-0.00024336,0,0,0,0.025098,7.4312e-05,-0.00025585,0.012677,0.0083054,0.02519,8.2052e-07,1,0.8,0.95
0.0012238,-0.00055885,-0.0010193,0.030561,0.010406,0.0086584,-0.0041037,2.025e-05,-0.0061671,0.049683,-0.0027199,-0.0072631,-0.021339,0.0001053,-0.032069,0,0,0,0.033105,0.010166,0.0063548,0.013375,0.016542,0.025073,8.0233e-07,0,0.85,0.95
0.0024841,-0.0011039,-0.0019049,0.029185,0.0078248,0.0055412,-0.0037938,5.3622e-05,-0.0047764,0.05035,-0.0051861,-0.011123,-0.019728,0.00027883,-0.024837,0,0,0,0.030977,0.0074941,0.0040803,0.013448,0.014184,0.025385,8.1942e-07,0.05,0.85,0.95
0.005035,-0.0021385,-0.003428,0.027328,0.0040651,0.0018124,-0.0030285,0.00012722,-0.0025403,0.051129,-0.009354,-0.015211,-0.015748,0.00066157,-0.01321,0,0,0,0.028061,0.0037254,0.0014184,0.013322,0.011068,0.025595,8.3846e-07,0.1,0.85,0.95
0.0075971,-0.0030264,-0.0045089,0.026334,0.0021942,0.00088881,-0.002129,0.00019128,-0.0012504,0.050818,-0.011945,-0.015339,-0.011071,0.00099468,-0.0065019,0,0,0,0.026629,0.0020314,0.00075691,0.012936,0.0098057,0.025267,8.2236e-07,0.15,0.85,0.95
0.010117,-0.0037313,-0.00526,0.025466,0.0011335,0.00044483,-0.0013399,0.00022092,-0.000569,0.049985,-0.013279,-0.01507,-0.0069675,0.0011488,-0.0029588,0,0,0,0.025573,0.0011343,0.00033665,0.012618,0.0090148,0.02485,7.8715e-07,0.2,0.85,0.95
0.012596,-0.0042663,-0.0057786,0.024894,0.00056306,0.00024248,-0.00075171,0.00021955,-0.00019996,0.049305,-0.013956,-0.014789,-0.0039089,0.0011417,-0.0010398,0,0,0,0.024928,0.00066711,0.00010471,0.012412,0.0085666,0.024547,7.5989e-07,0.25,0.85,0.95
0.015047,-0.0046616,-0.006129,0.02458,0.00025332,0.00013306,-0.00034428,0.00019675,1.0564e-05,0.048929,-0.014321,-0.014634,-0.0017903,0.0010231,5.4935e-05,0,0,0,0.024589,0.00040292,-2.5031e-05,0.012307,0.0083222,0.024403,7.4671e-07,0.3,0.85,0.95
0.017488,-0.0049467,-0.0063555,0.024471,9.2038e-05,6.8961e-05,-7.2911e-05,0.00015978,0.00013498,0.048846,-0.01454,-0.0146,-0.00037914,0.00083088,0.00070188,0,0,0,0.024473,0.00024266,-8.4067e-05,0.012279,0.0082107,0.024396,7.4609e-07,0.35,0.85,0.95
0.019932,-0.0051475,-0.0064914,0.024507,1.6169e-05,2.5216e-05,9.9128e-05,0.0001136,0.00020471,0.048989,-0.014687,-0.014663,0.00051547,0.00059074,0.0010645,0,0,0,0.02451,0.00013346,-9.4828e-05,0.012302,0.0081827,0.024491,7.5485e-07,0.4,0.85,0.95
0.022387,-0.0052856,-0.0065647,0.024633,-1.1207e-05,-9.9617e-06,0.0001975,6.2912e-05,0.00023271,0.04928,-0.014796,-0.014793,0.001027,0.00032714,0.0012101,0,0,0,0.024638,5.2756e-05,-7.8094e-05,0.012358,0.0082041,0.024651,7.6966e-07,0.45,0.85,0.95
0.02486,-0.0053796,-0.0065999,0.024803,-1.3681e-05,-4.046e-05,0.0002401,1.3534e-05,0.00022479,0.049638,-0.014885,-0.014954,0.0012485,7.0376e-05,0.0011689,0,0,0,0.024808,8.396e-06,-6.7215e-05,0.012437,0.0082496,0.024837,7.8717e-07,0.5,0.85,0.95
0.027351,-0.0054448,-0.0066182,0.024974,-7.04e-06,-6.4613e-05,0.00024093,-2.7665e-05,0.00018645,0.049992,-0.01496,-0.01511,0.0012528,-0.00014386,0.00096951,0,0,0,0.024978,8.5845e-06,-8.4239e-05,0.012531,0.0083009,0.025016,8.0422e-07,0.55,0.85,0.95
0.029859,-0.0054934,-0.0066364,0.025116,-1.709e-06,-7.825e-05,0.00021283,-5.4247e-05,0.00012651,0.050281,-0.015026,-0.015225,0.0011067,-0.00028209,0.00065785,0,0,0,0.025119,2.6235e-05,-0.00010888,0.012614,0.0083455,0.025161,8.181e-07,0.6,0.85,0.95
0.032379,-0.005534,-0.0066656,0.025209,-3.8875e-06,-7.8287e-05,0.00016843,-6.2291e-05,5.7555e-05,0.050468,-0.015086,-0.01528,0.00087581,-0.00032391,0.00029928,0,0,0,0.025211,3.1254e-05,-0.00011488,0.012663,0.0083757,0.025253,8.2704e-07,0.65,0.85,0.95
0.034906,-0.0055718,-0.0067103,0.025246,-1.6217e-05,-6.5377e-05,0.00011941,-5.1932e-05,-6.5315e-06,0.050541,-0.015141,-0.015269,0.00062095,-0.00027005,-3.3964e-05,0,0,0,0.025247,1.722e-05,-9.9519e-05,0.012673,0.0083881,0.025288,8.3053e-07,0.7,0.85,0.95
0.037433,-0.0056085,-0.0067689,0.025233,-3.8261e-05,-4.4125e-05,7.5008e-05,-2.7384e-05,-5.4263e-05,0.050516,-0.01519,-0.015205,0.00039004,-0.0001424,-0.00028217,0,0,0,0.025234,-4.4065e-06,-7.8417e-05,0.012656,0.0083836,0.025275,8.293e-07,0.75,0.85,0.95
0.039957,-0.0056435,-0.0068349,0.025186,-6.7013e-05,-2.0937e-05,4.0714e-05,4.5785e-06,-7.9415e-05,0.050425,-0.015233,-0.015113,0.00021171,2.3808e-05,-0.00041296,0,0,0,0.025186,-8.3003e-06,-8.0039e-05,0.012633,0.008366,0.025231,8.2493e-07,0.8,0.85,0.95
0.042476,-0.0056745,-0.0068993,0.025124,-9.767e-05,-1.1768e-06,1.8161e-05,3.6783e-05,-8.1642e-05,0.050306,-0.015269,-0.015018,9.4436e-05,0.00019127,-0.00042454,0,0,0,0.025124,1.3361e-05,-0.00011255,0.012618,0.0083416,0.025174,8.1931e-07,0.85,0.85,0.95
0.044988,-0.0056991,-0.006953,0.025064,-0.00012474,1.2519e-05,5.9833e-06,6.3393e-05,-6.4991e-05,0.050196,-0.015296,-0.014939,3.1113e-05,0.00032964,-0.00033796,0,0,0,0.025064,3.9729e-05,-0.00015217,0.012608,0.0083173,0.025121,8.1411e-07,0.9,0.85,0.95
0.047495,-0.0057149,-0.0069886,0.025023,-0.00014326,2.0048e-05,-4.2223e-06,8.0623e-05,-4.7944e-05,0.050119,-0.015312,-0.014888,-2.1956e-05,0.00041924,-0.00024931,0,0,0,0.025023,5.5999e-05,-0.00017933,0.012601,0.0082998,0.025085,8.1055e-07,0.95,0.85,0.95
0.048748,-0.0057204,-0.0070009,0.025008,-0.00014984,2.2381e-05,-1.0615e-05,8.6553e-05,-4.3231e-05,0.050092,-0.015318,-0.01487,-5.5199e-05,0.00045007,-0.0002248,0,0,0,0.025008,6.137e-05,-0.00018892,0.012598,0.0082935,0.025073,8.0929e-07,1,0.85,0.95
0.0012739,-0.00071751,-0.0010137,0.03158,0.0099091,0.0088198,-0.0049374,1.3221e-05,-0.0061173,0.051924,-0.0044219,-0.0072541,-0.025675,6.8748e-05,-0.03181,0,0,0,0.034315,0.009771,0.0062232,0.014046,0.01677,0.026512,9.6264e-07,0,0.9,0.95
0.0025962,-0.0014013,-0.00189,0.030059,0.0069036,0.0055587,-0.0042903,5.0569e-05,-0.004721,0.052641,-0.0075636,-0.01106,-0.02231,0.00026296,-0.024549,0,0,0,0.031941,0.0067089,0.0038722,0.014034,0.014174,0.026793,9.8587e-07,0.05,0.9,0.95
0.0052641,-0.002659,-0.0033924,0.027942,0.002942,0.0017558,-0.0029855,0.00013565,-0.0024858,0.053066,-0.011935,-0.015019,-0.015525,0.00070537,-0.012926,0,0,0,0.02864,0.0027546,0.0012456,0.013697,0.01088,0.026694,9.7247e-07,0.1,0.9,0.95
